Bruttobetrag,SOLL/HABEN,"Konto (Erlöskonto)","Gegenkonto (Debitor)",Belegdatum,Belegnummer,Buchungstext,Zahlungsart,Dokument
69.95,H,44020,111112,211220,20002158,"A: 12006517 | K: 11193",PayPal,PDF
59.17,H,44020,111112,231020,20001733,"A: 12006053 | K: 10708","SOFORT Überweisung",PDF
159.99,H,44020,111112,131120,20001863,"A: 12006218 | K: 10889",PayPal,PDF
55.56,H,44020,111112,291220,20002305,"A: 12006668 | K: 11347",PayPal,PDF
27.98,H,44020,111112,261120,20001950,"A: 12006306 | K: 10977",PayPal,PDF
16.89,H,44020,111112,301220,20002356,"A: 12006724 | K: 11407",PayPal,PDF
13.99,H,44020,111112,291220,20002326,"A: 12006696 | K: 11377",PayPal,PDF
26.98,H,44020,111112,161120,20001882,"A: 12006230 | K: 10899",PayPal,PDF
53.96,H,44020,111112,201120,20001917,"A: 12006270 | K: 10941",PayPal,PDF
222.96,H,44020,111112,271120,20001954,"A: 12006304 | K: 10974",PayPal,PDF
52.88,H,44020,111112,021120,20001789,"A: 12006130 | K: 10812",PayPal,PDF
287,H,44020,111112,101220,20002044,"A: 12006402 | K: 11073",Vorkasse,PDF
21.89,H,44020,111112,090121,20002144,"A: 12006498 | K: 11173",PayPal,PDF
29.39,H,44020,111112,111220,20002055,"A: 12006413 | K: 11085",PayPal,PDF
14.19,H,44020,111112,161120,20001877,"A: 12006236 | K: 10905",PayPal,PDF
27.98,H,44020,111112,161220,20002098,"A: 12006454 | K: 11127",PayPal,PDF
51.86,H,44020,111112,261020,20001736,"A: 12006062 | K: 10725",PayPal,PDF
75.26,H,44020,111112,191120,20001909,"A: 12006263 | K: 10934",PayPal,PDF
34.58,H,44020,111112,281220,20002279,"A: 12006648 | K: 11242",PayPal,PDF
52.64,H,44020,111112,231220,20002220,"A: 12006584 | K: 11261",PayPal,PDF
13.49,H,44020,111112,171120,20001891,"A: 12006247 | K: 10919",PayPal,PDF
16.89,H,44020,111112,211220,20002148,"A: 12006506 | K: 11182",PayPal,PDF
27.98,H,44020,111112,071220,20002014,"A: 12006367 | K: 11037",PayPal,PDF
19.19,H,44020,111112,020121,20002395,"A: 12006767 | K: 11453",PayPal,PDF
26.98,H,44020,111112,111120,20001850,"A: 12006203 | K: 10876",PayPal,PDF
22.78,H,44020,111112,171220,20002120,"A: 12006478 | K: 11153",PayPal,PDF
53.62,H,44020,111112,241220,20002235,"A: 12006596 | K: 11272",PayPal,PDF
35.69,H,44020,111112,161220,20002101,"A: 12006459 | K: 11132",PayPal,PDF
20.19,H,44020,111112,031120,20001801,"A: 12006143 | K: 10825",PayPal,PDF
13.99,H,44020,111112,291220,20002302,"A: 12006674 | K: 11355",PayPal,PDF
274.99,H,44020,111112,021120,20001794,"A: 12006135 | K: 10817",PayPal,PDF
28.99,H,44020,111112,131020,20001695,"A: 12006010 | K: 10573","Mollie PayPal",PDF
60.26,H,44020,111112,131120,20001864,"A: 12006219 | K: 10890",PayPal,PDF
25.28,H,44020,111112,091220,20002034,"A: 12006391 | K: 11061",PayPal,PDF
14.28,H,44020,111112,271120,20001957,"A: 12006311 | K: 10982",PayPal,PDF
50.98,H,44020,111112,281220,20002263,"A: 12006619 | K: 11299",PayPal,PDF
41.97,H,44020,111112,090121,20002506,"A: 12006605 | K: 11282",PayPal,PDF
41.97,H,44020,111112,281220,20002242,"A: 12006605 | K: 11282",PayPal,PDF
-41.97,H,44020,111112,281220,21000015,"A: 12006605 | K: 11282",PayPal,PDF
18.89,H,44020,111112,211220,20002157,"A: 12006516 | K: 11192",PayPal,PDF
30.72,H,44020,111112,211220,20002175,"A: 12006536 | K: 11212",PayPal,PDF
47.8,H,44020,111112,281220,20002266,"A: 12006617 | K: 11297",PayPal,PDF
54.63,H,44020,111112,161220,20002094,"A: 12006451 | K: 11124",PayPal,PDF
50.85,H,44020,111112,271020,20001753,"A: 12006083 | K: 10770",PayPal,PDF
89.88,H,44020,111112,211220,20002136,"A: 12006495 | K: 11170",PayPal,PDF
22.09,H,44020,111112,271020,20001754,"A: 12006084 | K: 10771",PayPal,PDF
14.87,H,44020,111112,241220,20002237,"A: 12006597 | K: 11273",PayPal,PDF
13.99,H,44020,111112,281120,20001960,"A: 12006315 | K: 10985",PayPal,PDF
77.98,H,44020,111112,281220,20002291,"A: 12006642 | K: 11322",PayPal,PDF
21.99,H,44020,111112,191120,20001911,"A: 12006265 | K: 10936",PayPal,PDF
69.9,H,44020,111112,020121,20002363,"A: 12006532 | K: 11208",PayPal,PDF
-69.9,H,44020,111112,301220,21000018,"A: 12006532 | K: 11208",PayPal,PDF
69.9,H,44020,111112,211220,20002173,"A: 12006532 | K: 11208",PayPal,PDF
11.89,H,44020,111112,271020,20001751,"A: 12006080 | K: 10761",PayPal,PDF
52.07,H,44020,111112,090121,20002109,"A: 12006467 | K: 11142",PayPal,PDF
78.12,H,44020,111112,221020,20001729,"A: 12006046 | K: 10696","SOFORT Überweisung",PDF
88.11,H,44020,111112,011220,20001976,"A: 12006330 | K: 11000",PayPal,PDF
499.99,H,44020,111112,031220,20001997,"A: 12006343 | K: 11013",PayPal,PDF
57.8,H,44020,111112,161220,20002106,"A: 12006462 | K: 11136",PayPal,PDF
85.9,H,44020,111112,090121,20002143,"A: 12006499 | K: 11174",PayPal,PDF
27.98,H,44020,111112,011220,20001979,"A: 12006333 | K: 11003",PayPal,PDF
22.37,H,44020,111112,301220,20002364,"A: 12006734 | K: 11419",PayPal,PDF
27.98,H,44020,111112,231220,20002227,"A: 12006588 | K: 11265",PayPal,PDF
16.89,H,44020,111112,081220,20002029,"A: 12006383 | K: 11053",PayPal,PDF
41.79,H,44020,111112,161120,20001872,"A: 12006228 | K: 10897",PayPal,PDF
89.43,H,44020,111112,020121,20002394,"A: 12006768 | K: 11454",PayPal,PDF
22.04,H,44020,111112,211220,20002171,"A: 12006531 | K: 11207",PayPal,PDF
13.99,H,44020,111112,281220,20002250,"A: 12006636 | K: 11316",PayPal,PDF
23.07,H,44020,111112,020121,20002388,"A: 12006762 | K: 11448",PayPal,PDF
28.56,H,44020,111112,281220,20002290,"A: 12006640 | K: 11320",PayPal,PDF
13.99,H,44020,111112,281220,20002244,"A: 12006613 | K: 11293",PayPal,PDF
13.99,H,44020,111112,281220,20002277,"A: 12006656 | K: 11336",PayPal,PDF
13.99,H,44020,111112,291220,20002299,"A: 12006664 | K: 11343",PayPal,PDF
11.39,H,44020,111112,301220,20002345,"A: 12006714 | K: 11396",PayPal,PDF
206.82,H,44020,111112,050121,20002465,"A: 12006740 | K: 11425",PayPal,PDF
60.46,H,44020,111112,231120,20001920,"A: 12006275 | K: 10945",PayPal,PDF
17.28,H,44020,111112,090121,20002152,"A: 12006508 | K: 11184",PayPal,PDF
58.51,H,44020,111112,121020,20001693,"A: 12006008 | K: 10568","Mollie PayPal",PDF
72.12,H,44020,111112,171120,20001897,"A: 12006223 | K: 10800",Vorkasse,PDF
48.98,H,44020,111112,301120,20001974,"A: 12006328 | K: 10998",PayPal,PDF
29.39,H,44020,111112,251120,20001945,"A: 12006299 | K: 10968",PayPal,PDF
15.89,H,44020,111112,090121,20002127,"A: 12006485 | K: 11160",PayPal,PDF
50.2,H,44020,111112,271020,20001750,"A: 12006078 | K: 10757",PayPal,PDF
-152.69,H,44020,111112,091120,21000009,"A: 12006139 | K: 10821",PayPal,PDF
152.69,H,44020,111112,021120,20001797,"A: 12006139 | K: 10821",PayPal,PDF
22.25,H,44020,111112,121120,20001853,"A: 12006205 | K: 10878",PayPal,PDF
45.88,H,44020,111112,181120,20001902,"A: 12006257 | K: 10929",PayPal,PDF
34.39,H,44020,111112,181220,20002122,"A: 12006480 | K: 11155",PayPal,PDF
41.97,H,44020,111112,291220,20002323,"A: 12006688 | K: 11369",PayPal,PDF
13.99,H,44020,111112,301220,20002360,"A: 12006728 | K: 11412",PayPal,PDF
36.68,H,44020,111112,041120,20001807,"A: 12006151 | K: 10832",PayPal,PDF
140.7,H,44020,111112,141220,20002080,"A: 12006420 | K: 11093",PayPal,PDF
16.28,H,44020,111112,281220,20002267,"A: 12006623 | K: 11304",PayPal,PDF
18.85,H,44020,111112,141220,20002065,"A: 12006425 | K: 11098",PayPal,PDF
50.12,H,44020,111112,231220,20002229,"A: 12006591 | K: 11267",PayPal,PDF
92.72,H,44020,111112,141220,20002073,"A: 12006433 | K: 11106",PayPal,PDF
11.06,H,44020,111112,291220,20002314,"A: 12006680 | K: 11361",PayPal,PDF
11.39,H,44020,111112,211220,20002178,"A: 12006535 | K: 11211",PayPal,PDF
69.9,H,44020,111112,301120,20001967,"A: 12006322 | K: 10993",PayPal,PDF
18.09,H,44020,111112,090121,20002074,"A: 12006416 | K: 11088",PayPal,PDF
8.19,H,44020,111112,281220,20002270,"A: 12006631 | K: 11311",PayPal,PDF
52.88,H,44020,111112,241120,20001936,"A: 12006290 | K: 10961",PayPal,PDF
27.98,H,44020,111112,221220,20002201,"A: 12006564 | K: 11240",PayPal,PDF
28.48,H,44020,111112,091120,20001833,"A: 12006190 | K: 10866",Kreditkarte,PDF
26.29,H,44020,111112,261020,20001739,"A: 12006065 | K: 10729",PayPal,PDF
75.86,H,44020,111112,020121,20002390,"A: 12006763 | K: 11449",PayPal,PDF
43.35,H,44020,111112,211020,20001725,"A: 12006042 | K: 10690","Mollie PayPal",PDF
-43.35,H,44020,111112,211020,21000006,"A: 12006042 | K: 10690","Mollie PayPal",PDF
25.59,H,44020,111112,021220,20001985,"A: 12006341 | K: 11011",PayPal,PDF
13.99,H,44020,111112,281220,20002278,"A: 12006660 | K: 11335",PayPal,PDF
